Virginia Department Of Education,,,,,,,,
State Fiscal Stabilization Fund Indicator (C)(12) Report,,,,,,,,
2015 FGI cohort year (students entering high school in  2011),,,,,,,,
Accomack County (001),Nandua High (0070),Economically Disadvantaged,36,20,56,,18,50
Accomack County (001),Nandua High (0070),Students with Disabilities,<,<,<,,<,<
Accomack County (001),Tangier Combined (0530),All Students,<,<,<,,<,<
Accomack County (001),Tangier Combined (0530),Female,<,<,<,,<,<
Accomack County (001),Tangier Combined (0530),White,<,<,<,,<,<
Albemarle County (002),Albemarle High (0880),All Students,300,206,69,,188,63
Albemarle County (002),Albemarle High (0880),Female,162,119,73,,106,65
Albemarle County (002),Albemarle High (0880),Male,138,87,63,,82,59
Albemarle County (002),Albemarle High (0880),Asian,22,16,73,,14,64
Albemarle County (002),Albemarle High (0880),Black,27,11,41,,10,37
Albemarle County (002),Albemarle High (0880),Hispanic,18,8,44,,6,33
Albemarle County (002),Albemarle High (0880),White,215,163,76,,153,71
Albemarle County (002),Albemarle High (0880),2 or More,18,8,44,,5,28
Albemarle County (002),Albemarle High (0880),Economically Disadvantaged,47,22,47,,20,43
Albemarle County (002),Albemarle High (0880),Limited English Proficient Students,<,<,<,,<,<
Albemarle County (002),Albemarle High (0880),Students with Disabilities,23,10,43,,9,39
Albemarle County (002),Monticello High (1052),All Students,149,108,72,,96,64
Albemarle County (002),Monticello High (1052),Female,58,43,74,,35,60
Albemarle County (002),Monticello High (1052),Male,91,65,71,,61,67
Albemarle County (002),Monticello High (1052),Asian,<,<,<,,<,<
Albemarle County (002),Monticello High (1052),Black,19,10,53,,7,37
Albemarle County (002),Monticello High (1052),Hispanic,11,8,73,,6,55
Albemarle County (002),Monticello High (1052),White,109,85,78,,79,72
Albemarle County (002),Monticello High (1052),2 or More,<,<,<,,<,<
Albemarle County (002),Monticello High (1052),Economically Disadvantaged,37,17,46,,11,30
Albemarle County (002),Monticello High (1052),Limited English Proficient Students,<,<,<,,<,<
Albemarle County (002),Monticello High (1052),Students with Disabilities,17,9,53,,9,53
Albemarle County (002),Murray High (0890),All Students,17,4,24,,4,24
Albemarle County (002),Murray High (0890),Female,10,2,20,,2,20
Albemarle County (002),Murray High (0890),Male,<,<,<,,<,<
Albemarle County (002),Murray High (0890),Asian,<,<,<,,<,<
Albemarle County (002),Murray High (0890),Black,<,<,<,,<,<
Albemarle County (002),Murray High (0890),Hispanic,<,<,<,,<,<
Albemarle County (002),Murray High (0890),White,13,4,31,,4,31
Albemarle County (002),Murray High (0890),2 or More,<,<,<,,<,<
Albemarle County (002),Murray High (0890),Economically Disadvantaged,<,<,<,,<,<
Albemarle County (002),Murray High (0890),Students with Disabilities,<,<,<,,<,<
Albemarle County (002),Western Albemarle High (0140),All Students,161,115,71,,109,68
Albemarle County (002),Western Albemarle High (0140),Female,83,60,72,,58,70
Albemarle County (002),Western Albemarle High (0140),Male,78,55,71,,51,65
Albemarle County (002),Western Albemarle High (0140),Asian,<,<,<,,<,<
Albemarle County (002),Western Albemarle High (0140),Black,<,<,<,,<,<
Albemarle County (002),Western Albemarle High (0140),Hispanic,13,8,62,,6,46
Albemarle County (002),Western Albemarle High (0140),White,128,93,73,,89,70
Albemarle County (002),Western Albemarle High (0140),2 or More,<,<,<,,<,<
Albemarle County (002),Western Albemarle High (0140),Economically Disadvantaged,13,8,62,,6,46
Albemarle County (002),Western Albemarle High (0140),Students with Disabilities,<,<,<,,<,<
Alexandria City (101),T.C. Williams High (0210),All Students,391,218,56,,214,55
Alexandria City (101),T.C. Williams High (0210),Female,213,124,58,,123,58
Alexandria City (101),T.C. Williams High (0210),Male,178,94,53,,91,51
Alexandria City (101),T.C. Williams High (0210),American Indian,<,<,<,,<,<
Alexandria City (101),T.C. Williams High (0210),Asian,37,30,81,,30,81
Alexandria City (101),T.C. Williams High (0210),Black,134,74,55,,72,54
Alexandria City (101),T.C. Williams High (0210),Hispanic,97,33,34,,32,33
Alexandria City (101),T.C. Williams High (0210),Native Hawaiian,<,<,<,,<,<
Alexandria City (101),T.C. Williams High (0210),White,108,74,69,,73,68
Alexandria City (101),T.C. Williams High (0210),2 or More,<,<,<,,<,<
Alexandria City (101),T.C. Williams High (0210),Economically Disadvantaged,230,110,48,,107,47
Alexandria City (101),T.C. Williams High (0210),Limited English Proficient Students,25,9,36,,8,32
Alexandria City (101),T.C. Williams High (0210),Students with Disabilities,12,1,8,,1,8
Alleghany County (003),Alleghany High (0310),All Students,122,91,75,,84,69
Alleghany County (003),Alleghany High (0310),Female,61,47,77,,44,72
Alleghany County (003),Alleghany High (0310),Male,61,44,72,,40,66
Alleghany County (003),Alleghany High (0310),Black,<,<,<,,<,<
Alleghany County (003),Alleghany High (0310),Hispanic,<,<,<,,<,<
Alleghany County (003),Alleghany High (0310),White,112,85,76,,79,71
Alleghany County (003),Alleghany High (0310),2 or More,<,<,<,,<,<
Alleghany County (003),Alleghany High (0310),Economically Disadvantaged,29,17,59,,14,48
Amelia County (004),Amelia County High (0010),All Students,64,45,70,,33,52
Amelia County (004),Amelia County High (0010),Female,36,29,81,,22,61
Amelia County (004),Amelia County High (0010),Male,28,16,57,,11,39
Amelia County (004),Amelia County High (0010),Asian,<,<,<,,<,<
Amelia County (004),Amelia County High (0010),Black,15,8,53,,8,53
Amelia County (004),Amelia County High (0010),Hispanic,<,<,<,,<,<
Amelia County (004),Amelia County High (0010),White,44,36,82,,25,57
Amelia County (004),Amelia County High (0010),2 or More,<,<,<,,<,<
Amelia County (004),Amelia County High (0010),Economically Disadvantaged,18,11,61,,6,33
Amelia County (004),Amelia County High (0010),Limited English Proficient Students,<,<,<,,<,<
Amherst County (005),Amherst County High (0750),All Students,126,72,57,,63,50
Amherst County (005),Amherst County High (0750),Female,67,38,57,,34,51
Amherst County (005),Amherst County High (0750),Male,59,34,58,,29,49
Amherst County (005),Amherst County High (0750),American Indian,<,<,<,,<,<
Amherst County (005),Amherst County High (0750),Black,25,9,36,,8,32
Amherst County (005),Amherst County High (0750),Hispanic,<,<,<,,<,<
Amherst County (005),Amherst County High (0750),White,93,58,62,,51,55
Amherst County (005),Amherst County High (0750),2 or More,<,<,<,,<,<
Amherst County (005),Amherst County High (0750),Economically Disadvantaged,31,11,35,,10,32
Amherst County (005),Amherst County High (0750),Students with Disabilities,<,<,<,,<,<
Appomattox County (006),Appomattox County High (0260),All Students,87,56,64,,52,60
Appomattox County (006),Appomattox County High (0260),Female,54,34,63,,32,59
Appomattox County (006),Appomattox County High (0260),Male,33,22,67,,20,61
Appomattox County (006),Appomattox County High (0260),Asian,<,<,<,,<,<
Appomattox County (006),Appomattox County High (0260),Black,14,9,64,,9,64
Appomattox County (006),Appomattox County High (0260),White,66,41,62,,38,58
Appomattox County (006),Appomattox County High (0260),2 or More,<,<,<,,<,<
Appomattox County (006),Appomattox County High (0260),Economically Disadvantaged,24,14,58,,13,54
Appomattox County (006),Appomattox County High (0260),Students with Disabilities,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),All Students,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Female,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Male,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Asian,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Hispanic,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),White,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Economically Disadvantaged,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Limited English Proficient Students,<,<,<,,<,<
Arlington County (007),Arlington Community High (0618),Students with Disabilities,<,<,<,,<,<
Arlington County (007),Wakefield High (0450),All Students,215,123,57,,120,56
Arlington County (007),Wakefield High (0450),Female,104,64,62,,63,61
Arlington County (007),Wakefield High (0450),Male,111,59,53,,57,51
Arlington County (007),Wakefield High (0450),American Indian,<,<,<,,<,<
Arlington County (007),Wakefield High (0450),Asian,30,22,73,,22,73
Arlington County (007),Wakefield High (0450),Black,45,20,44,,19,42
Arlington County (007),Wakefield High (0450),Hispanic,87,41,47,,40,46
Arlington County (007),Wakefield High (0450),White,44,33,75,,32,73
Arlington County (007),Wakefield High (0450),2 or More,<,<,<,,<,<
Arlington County (007),Wakefield High (0450),Economically Disadvantaged,82,46,56,,45,55
Arlington County (007),Wakefield High (0450),Limited English Proficient Students,<,<,<,,<,<
Arlington County (007),Wakefield High (0450),Students with Disabilities,19,4,21,,4,21
Arlington County (007),Washington-Liberty High (0080),All Students,258,172,67,,167,65
Arlington County (007),Washington-Liberty High (0080),Female,132,97,73,,95,72
Arlington County (007),Washington-Liberty High (0080),Male,126,75,60,,72,57
Arlington County (007),Washington-Liberty High (0080),Asian,38,23,61,,22,58
Arlington County (007),Washington-Liberty High (0080),Black,29,13,45,,13,45
Arlington County (007),Washington-Liberty High (0080),Hispanic,71,40,56,,39,55
Arlington County (007),Washington-Liberty High (0080),White,100,81,81,,78,78
Arlington County (007),Washington-Liberty High (0080),2 or More,20,15,75,,15,75
Arlington County (007),Washington-Liberty High (0080),Economically Disadvantaged,84,48,57,,47,56
Arlington County (007),Washington-Liberty High (0080),Limited English Proficient Students,14,5,36,,5,36
Arlington County (007),Washington-Liberty High (0080),Students with Disabilities,24,8,33,,8,33
Arlington County (007),Yorktown High (0330),All Students,287,214,75,,210,73
Arlington County (007),Yorktown High (0330),Female,139,107,77,,104,75
Arlington County (007),Yorktown High (0330),Male,148,107,72,,106,72
Arlington County (007),Yorktown High (0330),American Indian,<,<,<,,<,<
Arlington County (007),Yorktown High (0330),Asian,22,18,82,,18,82
Arlington County (007),Yorktown High (0330),Black,<,<,<,,<,<
Arlington County (007),Yorktown High (0330),Hispanic,39,21,54,,20,51
Arlington County (007),Yorktown High (0330),Native Hawaiian,<,<,<,,<,<
Arlington County (007),Yorktown High (0330),White,195,151,77,,149,76
Arlington County (007),Yorktown High (0330),2 or More,21,18,86,,18,86
Arlington County (007),Yorktown High (0330),Economically Disadvantaged,30,16,53,,14,47
Arlington County (007),Yorktown High (0330),Limited English Proficient Students,<,<,<,,<,<
Arlington County (007),Yorktown High (0330),Students with Disabilities,38,14,37,,14,37
Augusta County (008),Buffalo Gap High (0660),All Students,55,34,62,,32,58
Augusta County (008),Buffalo Gap High (0660),Female,37,21,57,,19,51
Augusta County (008),Buffalo Gap High (0660),Male,18,13,72,,13,72
Augusta County (008),Buffalo Gap High (0660),Black,<,<,<,,<,<
Augusta County (008),Buffalo Gap High (0660),White,54,34,63,,32,59
Augusta County (008),Buffalo Gap High (0660),Economically Disadvantaged,17,7,41,,6,35
Augusta County (008),Fort Defiance High (0670),All Students,85,53,62,,49,58
Augusta County (008),Fort Defiance High (0670),Female,45,29,64,,29,64
Augusta County (008),Fort Defiance High (0670),Male,40,24,60,,20,50
Augusta County (008),Fort Defiance High (0670),Black,<,<,<,,<,<
Augusta County (008),Fort Defiance High (0670),Hispanic,<,<,<,,<,<
Augusta County (008),Fort Defiance High (0670),White,77,50,65,,46,60
Augusta County (008),Fort Defiance High (0670),2 or More,<,<,<,,<,<
Augusta County (008),Fort Defiance High (0670),Economically Disadvantaged,13,6,46,,5,38
Augusta County (008),Fort Defiance High (0670),Students with Disabilities,<,<,<,,<,<
Augusta County (008),Riverheads High (0680),All Students,77,48,62,,47,61
Augusta County (008),Riverheads High (0680),Female,41,26,63,,25,61
Augusta County (008),Riverheads High (0680),Male,36,22,61,,22,61
Augusta County (008),Riverheads High (0680),American Indian,<,<,<,,<,<
Augusta County (008),Riverheads High (0680),Black,<,<,<,,<,<
Augusta County (008),Riverheads High (0680),White,75,46,61,,45,60
Augusta County (008),Riverheads High (0680),Economically Disadvantaged,<,<,<,,<,<
Augusta County (008),Stuarts Draft High (0730),All Students,80,47,59,,46,58
Augusta County (008),Stuarts Draft High (0730),Female,48,30,63,,29,60
Augusta County (008),Stuarts Draft High (0730),Male,32,17,53,,17,53
Augusta County (008),Stuarts Draft High (0730),Black,<,<,<,,<,<
Augusta County (008),Stuarts Draft High (0730),White,73,43,59,,42,58
Augusta County (008),Stuarts Draft High (0730),2 or More,<,<,<,,<,<
Augusta County (008),Stuarts Draft High (0730),Economically Disadvantaged,13,5,38,,5,38
Augusta County (008),Stuarts Draft High (0730),Students with Disabilities,<,<,<,,<,<
Augusta County (008),Wilson Memorial High (0720),All Students,118,78,66,,70,59
Augusta County (008),Wilson Memorial High (0720),Female,67,47,70,,42,63
Augusta County (008),Wilson Memorial High (0720),Male,51,31,61,,28,55
Augusta County (008),Wilson Memorial High (0720),Asian,<,<,<,,<,<
Augusta County (008),Wilson Memorial High (0720),Black,<,<,<,,<,<
Augusta County (008),Wilson Memorial High (0720),White,113,76,67,,68,60
Augusta County (008),Wilson Memorial High (0720),Economically Disadvantaged,16,10,63,,10,63
Augusta County (008),Wilson Memorial High (0720),Limited English Proficient Students,<,<,<,,<,<
Augusta County (008),Wilson Memorial High (0720),Students with Disabilities,<,<,<,,<,<
Bath County (009),Bath County High (0140),All Students,26,21,81,,19,73
Bath County (009),Bath County High (0140),Female,19,15,79,,14,74
Bath County (009),Bath County High (0140),Male,<,<,<,,<,<
Bath County (009),Bath County High (0140),Black,<,<,<,,<,<
Bath County (009),Bath County High (0140),Hispanic,<,<,<,,<,<
Bath County (009),Bath County High (0140),White,24,19,79,,17,71
Bath County (009),Bath County High (0140),Economically Disadvantaged,<,<,<,,<,<
Bath County (009),Bath County High (0140),Students with Disabilities,<,<,<,,<,<
Bedford County (010),Jefferson Forest High (1212),All Students,234,163,70,,154,66
Bedford County (010),Jefferson Forest High (1212),Female,109,86,79,,86,79
Bedford County (010),Jefferson Forest High (1212),Male,125,77,62,,68,54
Bedford County (010),Jefferson Forest High (1212),Asian,<,<,<,,<,<
Bedford County (010),Jefferson Forest High (1212),Black,<,<,<,,<,<
Bedford County (010),Jefferson Forest High (1212),Hispanic,10,6,60,,6,60
Bedford County (010),Jefferson Forest High (1212),White,205,145,71,,138,67
Bedford County (010),Jefferson Forest High (1212),2 or More,<,<,<,,<,<
Bedford County (010),Jefferson Forest High (1212),Economically Disadvantaged,11,5,45,,4,36
Bedford County (010),Jefferson Forest High (1212),Students with Disabilities,10,2,20,,1,10
Bedford County (010),Liberty High (1180),All Students,99,54,55,,46,46
Bedford County (010),Liberty High (1180),Female,36,19,53,,15,42
Bedford County (010),Liberty High (1180),Male,63,35,56,,31,49
Bedford County (010),Liberty High (1180),Black,<,<,<,,<,<
Bedford County (010),Liberty High (1180),Hispanic,<,<,<,,<,<
Bedford County (010),Liberty High (1180),White,85,47,55,,40,47
Bedford County (010),Liberty High (1180),2 or More,<,<,<,,<,<
Bedford County (010),Liberty High (1180),Economically Disadvantaged,33,14,42,,12,36
Bedford County (010),Liberty High (1180),Students with Disabilities,<,<,<,,<,<
Bedford County (010),Staunton River High (1190),All Students,88,47,53,,43,49
Bedford County (010),Staunton River High (1190),Female,38,18,47,,16,42
Bedford County (010),Staunton River High (1190),Male,50,29,58,,27,54
Bedford County (010),Staunton River High (1190),Black,<,<,<,,<,<
Bedford County (010),Staunton River High (1190),Hispanic,<,<,<,,<,<
Bedford County (010),Staunton River High (1190),White,78,43,55,,39,50
Bedford County (010),Staunton River High (1190),Economically Disadvantaged,19,6,32,,6,32
Bedford County (010),Staunton River High (1190),Students with Disabilities,<,<,<,,<,<
Bland County (011),Bland County High (0260),All Students,49,35,71,,29,59
Bland County (011),Bland County High (0260),Female,24,18,75,,15,63
Bland County (011),Bland County High (0260),Male,25,17,68,,14,56
Bland County (011),Bland County High (0260),Hispanic,<,<,<,,<,<
Bland County (011),Bland County High (0260),White,48,34,71,,28,58
Bland County (011),Bland County High (0260),Economically Disadvantaged,11,8,73,,6,55
Bland County (011),Bland County High (0260),Students with Disabilities,<,<,<,,<,<
Botetourt County (012),James River High (0430),All Students,104,78,75,,64,62
Botetourt County (012),James River High (0430),Female,70,55,79,,46,66
Botetourt County (012),James River High (0430),Male,34,23,68,,18,53
Botetourt County (012),James River High (0430),Hispanic,<,<,<,,<,<
Botetourt County (012),James River High (0430),White,101,76,75,,62,61
Botetourt County (012),James River High (0430),2 or More,<,<,<,,<,<
Botetourt County (012),James River High (0430),Economically Disadvantaged,15,9,60,,4,27
Botetourt County (012),James River High (0430),Students with Disabilities,<,<,<,,<,<
Botetourt County (012),Lord Botetourt High (0440),All Students,159,122,77,,118,74
Botetourt County (012),Lord Botetourt High (0440),Female,85,70,82,,69,81
Botetourt County (012),Lord Botetourt High (0440),Male,74,52,70,,49,66
Botetourt County (012),Lord Botetourt High (0440),Black,<,<,<,,<,<
Botetourt County (012),Lord Botetourt High (0440),Hispanic,<,<,<,,<,<
Botetourt County (012),Lord Botetourt High (0440),White,150,117,78,,113,75
Botetourt County (012),Lord Botetourt High (0440),2 or More,<,<,<,,<,<
Botetourt County (012),Lord Botetourt High (0440),Economically Disadvantaged,<,<,<,,<,<
Botetourt County (012),Lord Botetourt High (0440),Students with Disabilities,<,<,<,,<,<
Bristol City (102),Virginia High (0080),All Students,61,33,54,,33,54
Bristol City (102),Virginia High (0080),Female,32,20,63,,20,63
Bristol City (102),Virginia High (0080),Male,29,13,45,,13,45
Bristol City (102),Virginia High (0080),Asian,<,<,<,,<,<
Bristol City (102),Virginia High (0080),Black,<,<,<,,<,<
Bristol City (102),Virginia High (0080),Hispanic,<,<,<,,<,<
Bristol City (102),Virginia High (0080),White,49,27,55,,27,55
Bristol City (102),Virginia High (0080),2 or More,<,<,<,,<,<
Bristol City (102),Virginia High (0080),Economically Disadvantaged,24,8,33,,8,33
Bristol City (102),Virginia High (0080),Limited English Proficient Students,<,<,<,,<,<
Bristol City (102),Virginia High (0080),Students with Disabilities,<,<,<,,<,<
Brunswick County (013),Brunswick High (0650),All Students,57,30,53,,21,37
Brunswick County (013),Brunswick High (0650),Female,30,18,60,,12,40
Brunswick County (013),Brunswick High (0650),Male,27,12,44,,9,33
Brunswick County (013),Brunswick High (0650),Black,51,27,53,,19,37
Brunswick County (013),Brunswick High (0650),White,<,<,<,,<,<
Brunswick County (013),Brunswick High (0650),Economically Disadvantaged,26,11,42,,7,27
Brunswick County (013),Brunswick High (0650),Students with Disabilities,<,<,<,,<,<
Buchanan County (014),Council High  (1000),All Students,15,8,53,,5,33
Buchanan County (014),Council High  (1000),Female,<,<,<,,<,<
Buchanan County (014),Council High  (1000),Male,12,7,58,,5,42
Buchanan County (014),Council High  (1000),White,15,8,53,,5,33
Buchanan County (014),Council High  (1000),Economically Disadvantaged,<,<,<,,<,<
Buchanan County (014),Council High  (1000),Students with Disabilities,<,<,<,,<,<
Buchanan County (014),Grundy High (0990),All Students,69,46,67,,38,55
Buchanan County (014),Grundy High (0990),Female,37,27,73,,23,62
Buchanan County (014),Grundy High (0990),Male,32,19,59,,15,47
Buchanan County (014),Grundy High (0990),Asian,<,<,<,,<,<
Buchanan County (014),Grundy High (0990),White,68,45,66,,37,54
Buchanan County (014),Grundy High (0990),Economically Disadvantaged,29,15,52,,11,38
Buchanan County (014),Grundy High (0990),Limited English Proficient Students,<,<,<,,<,<
Buchanan County (014),Grundy High (0990),Students with Disabilities,<,<,<,,<,<
Buchanan County (014),Hurley High (1020),All Students,32,20,63,,18,56
Buchanan County (014),Hurley High (1020),Female,18,14,78,,12,67
Buchanan County (014),Hurley High (1020),Male,14,6,43,,6,43
Buchanan County (014),Hurley High (1020),White,32,20,63,,18,56
Buchanan County (014),Hurley High (1020),Economically Disadvantaged,21,11,52,,10,48
Buchanan County (014),Twin Valley High (1042),All Students,33,14,42,,12,36
Buchanan County (014),Twin Valley High (1042),Female,20,10,50,,9,45
Buchanan County (014),Twin Valley High (1042),Male,13,4,31,,3,23
Buchanan County (014),Twin Valley High (1042),White,33,14,42,,12,36
Buchanan County (014),Twin Valley High (1042),Economically Disadvantaged,17,8,47,,6,35
Buchanan County (014),Twin Valley High (1042),Students with Disabilities,<,<,<,,<,<
Buckingham County (015),Buckingham County High (0700),All Students,80,50,63,,36,45
Buckingham County (015),Buckingham County High (0700),Female,49,31,63,,22,45
Buckingham County (015),Buckingham County High (0700),Male,31,19,61,,14,45
Buckingham County (015),Buckingham County High (0700),Black,20,11,55,,8,40
Buckingham County (015),Buckingham County High (0700),Hispanic,<,<,<,,<,<
Buckingham County (015),Buckingham County High (0700),White,55,36,65,,25,45
Buckingham County (015),Buckingham County High (0700),2 or More,<,<,<,,<,<
Buckingham County (015),Buckingham County High (0700),Economically Disadvantaged,43,25,58,,17,40
Buckingham County (015),Buckingham County High (0700),Students with Disabilities,<,<,<,,<,<
Buena Vista City (103),Parry Mccluer High School (0062),All Students,37,21,57,,20,54
Buena Vista City (103),Parry Mccluer High School (0062),Female,19,14,74,,13,68
Buena Vista City (103),Parry Mccluer High School (0062),Male,18,7,39,,7,39
Buena Vista City (103),Parry Mccluer High School (0062),Black,<,<,<,,<,<
Buena Vista City (103),Parry Mccluer High School (0062),Hispanic,<,<,<,,<,<
Buena Vista City (103),Parry Mccluer High School (0062),White,33,19,58,,18,55
Buena Vista City (103),Parry Mccluer High School (0062),2 or More,<,<,<,,<,<
Buena Vista City (103),Parry Mccluer High School (0062),Economically Disadvantaged,12,5,42,,5,42
Campbell County (016),Altavista High (0200),All Students,62,34,55,,31,50
Campbell County (016),Altavista High (0200),Female,35,21,60,,19,54
Campbell County (016),Altavista High (0200),Male,27,13,48,,12,44
Campbell County (016),Altavista High (0200),Asian,<,<,<,,<,<
Campbell County (016),Altavista High (0200),Black,13,6,46,,6,46
Campbell County (016),Altavista High (0200),White,44,25,57,,22,50
Campbell County (016),Altavista High (0200),2 or More,<,<,<,,<,<
Campbell County (016),Altavista High (0200),Economically Disadvantaged,20,10,50,,9,45
Campbell County (016),Altavista High (0200),Limited English Proficient Students,<,<,<,,<,<
Campbell County (016),Brookville High (0720),All Students,151,89,59,,75,50
Campbell County (016),Brookville High (0720),Female,78,51,65,,42,54
Campbell County (016),Brookville High (0720),Male,73,38,52,,33,45
Campbell County (016),Brookville High (0720),American Indian,<,<,<,,<,<
Campbell County (016),Brookville High (0720),Asian,<,<,<,,<,<
Campbell County (016),Brookville High (0720),Black,21,10,48,,9,43
Campbell County (016),Brookville High (0720),White,117,69,59,,58,50
Campbell County (016),Brookville High (0720),2 or More,<,<,<,,<,<
Campbell County (016),Brookville High (0720),Economically Disadvantaged,31,19,61,,16,52
Campbell County (016),Brookville High (0720),Limited English Proficient Students,<,<,<,,<,<
Campbell County (016),Brookville High (0720),Students with Disabilities,<,<,<,,<,<
Campbell County (016),Rustburg High (0222),All Students,86,60,70,,51,59
Campbell County (016),Rustburg High (0222),Female,54,38,70,,33,61
Campbell County (016),Rustburg High (0222),Male,32,22,69,,18,56
Campbell County (016),Rustburg High (0222),Asian,<,<,<,,<,<
Campbell County (016),Rustburg High (0222),Black,16,11,69,,10,63
Campbell County (016),Rustburg High (0222),Hispanic,<,<,<,,<,<
Campbell County (016),Rustburg High (0222),White,68,47,69,,40,59
Campbell County (016),Rustburg High (0222),Economically Disadvantaged,21,15,71,,12,57
Campbell County (016),Rustburg High (0222),Students with Disabilities,<,<,<,,<,<
Campbell County (016),William Campbell High (0542),All Students,35,24,69,,23,66
Campbell County (016),William Campbell High (0542),Female,20,14,70,,14,70
Campbell County (016),William Campbell High (0542),Male,15,10,67,,9,60
Campbell County (016),William Campbell High (0542),Black,10,6,60,,6,60
Campbell County (016),William Campbell High (0542),White,25,18,72,,17,68
Campbell County (016),William Campbell High (0542),Economically Disadvantaged,10,4,40,,4,40
Campbell County (016),William Campbell High (0542),Students with Disabilities,<,<,<,,<,<
Caroline County (017),Caroline High (0460),All Students,70,45,64,,37,53
Caroline County (017),Caroline High (0460),Female,40,23,58,,18,45
Caroline County (017),Caroline High (0460),Male,30,22,73,,19,63
Caroline County (017),Caroline High (0460),American Indian,<,<,<,,<,<
Caroline County (017),Caroline High (0460),Black,20,14,70,,12,60
Caroline County (017),Caroline High (0460),Hispanic,<,<,<,,<,<
Caroline County (017),Caroline High (0460),White,38,22,58,,17,45
Caroline County (017),Caroline High (0460),2 or More,<,<,<,,<,<
Caroline County (017),Caroline High (0460),Economically Disadvantaged,31,17,55,,15,48
Caroline County (017),Caroline High (0460),Students with Disabilities,<,<,<,,<,<
Carroll County (018),Carroll County High (1230),All Students,135,101,75,,77,57
Carroll County (018),Carroll County High (1230),Female,86,63,73,,48,56
Carroll County (018),Carroll County High (1230),Male,49,38,78,,29,59
Carroll County (018),Carroll County High (1230),American Indian,<,<,<,,<,<
Carroll County (018),Carroll County High (1230),Hispanic,<,<,<,,<,<
Carroll County (018),Carroll County High (1230),White,125,95,76,,75,60
Carroll County (018),Carroll County High (1230),2 or More,<,<,<,,<,<
Carroll County (018),Carroll County High (1230),Economically Disadvantaged,42,23,55,,16,38
Carroll County (018),Carroll County High (1230),Students with Disabilities,<,<,<,,<,<
Charles City County (019),Charles City County High (0100),All Students,24,13,54,,12,50
Charles City County (019),Charles City County High (0100),Female,12,7,58,,6,50
Charles City County (019),Charles City County High (0100),Male,12,6,50,,6,50
Charles City County (019),Charles City County High (0100),American Indian,<,<,<,,<,<
Charles City County (019),Charles City County High (0100),Black,11,7,64,,6,55
Charles City County (019),Charles City County High (0100),White,<,<,<,,<,<
Charles City County (019),Charles City County High (0100),Economically Disadvantaged,<,<,<,,<,<
Charles City County (019),Charles City County High (0100),Limited English Proficient Students,<,<,<,,<,<
Charles City County (019),Charles City County High (0100),Students with Disabilities,<,<,<,,<,<
Charlotte County (020),Randolph-Henry High (0460),All Students,96,63,66,,53,55
Charlotte County (020),Randolph-Henry High (0460),Female,57,41,72,,33,58
Charlotte County (020),Randolph-Henry High (0460),Male,39,22,56,,20,51
Charlotte County (020),Randolph-Henry High (0460),Black,30,16,53,,11,37
